,show_sea_ep,ep_title,airdate,synopsis,IMDB_ID,IMDB_user_rating,num_IMDB_usr_rtgs,season,episode,series,year
10,Star Trek: Voyager - Season 7 - 11,Shattered,2001-01-17,"After an accident, Chakotay is able to pass through the distortions that are scattered about the ship after Voyager goes through a temporal rift. In various sections of the ship, its past and future exist side by side and Chakotay must convince its crew, past and present, to work together to save Voyager.",https://www.imdb.com/title/tt0708970,8.2,1131,7,11,VOY,2001
11,Star Trek: Voyager - Season 7 - 12,Lineage,2001-01-24,"Tom and B'Elanna are overjoyed about their coming child. However, B'Elanna soon starts to have unpleasant flashbacks about her difficult childhood.",https://www.imdb.com/title/tt0394914,7.1,960,7,12,VOY,2001
12,Star Trek: Voyager - Season 7 - 13,Repentance,2001-01-31,Voyager rescues a prison warden and a set of prisoners that are scheduled to be executed testing their own ethical beliefs.,https://www.imdb.com/title/tt0708958,7.4,949,7,13,VOY,2001
13,Star Trek: Voyager - Season 7 - 14,Prophecy,2001-02-07,Voyager finds a Klingon multi-generational ship that left the Alpha Quadrant more than 100 years before. When they hear of B'Elanna's child they claim that it is their savior.,https://www.imdb.com/title/tt0708950,7.3,932,7,14,VOY,2001
14,Star Trek: Voyager - Season 7 - 15,The Void,2001-02-14,Voyager slips into a pocket of subspace where many other ships are trapped and must steal from each other to survive. Only with the help of other star ships can they all escape the void.,https://www.imdb.com/title/tt0708991,8.1,1008,7,15,VOY,2001
15,Star Trek: Voyager - Season 7 - 16,Workforce,2001-02-21,"Upon returning from a mission, Chakotay, Kim and Neelix find Voyager abandoned and the Doctor the only crew member aboard. The entire crew have been kidnapped, their memories erased and they are now working in an alien industrial complex. Chakotay and Neelix infiltrate the complex and have to make Captain Janeway remember.",https://www.imdb.com/title/tt0394916,7.8,956,7,16,VOY,2001
16,Star Trek: Voyager - Season 7 - 17,Workforce: Part II,2001-02-28,"Upon returning from a mission, Chakotay, Kim and Neelix find Voyage abandoned and the Doctor the only crew member aboard. The entire crew have been kidnapped, their memories erased and they are now working in an alien industrial complex. Chakotay and Neelix infiltrate the complex and have to make Captain Janeway remember.",https://www.imdb.com/title/tt0709012,7.9,940,7,17,VOY,2001
17,Star Trek: Voyager - Season 7 - 18,Human Error,2001-03-21,"Using the holodeck, Seven of Nine is trying to perfect her social skills to the point of becoming an obsession.",https://www.imdb.com/title/tt0708909,7.3,886,7,18,VOY,2001
18,Star Trek: Voyager - Season 7 - 19,Q2,2001-04-11,"When Q finds his rebellious son too much to handle, he brings him to Voyager in the hope that Captain Janeway can teach him responsibility and compassion.",https://www.imdb.com/title/tt0708952,7.4,988,7,19,VOY,2001
19,Star Trek: Voyager - Season 7 - 20,"Author, Author",2001-04-18,"During their now regular communications with Earth and Starfleet, the Doctor sends a holonovel too closely based on his adventures on Voyager, causing hurt feelings among his crew.",https://www.imdb.com/title/tt0708851,8.0,997,7,20,VOY,2001
20,Star Trek: Voyager - Season 7 - 21,Friendship One,2001-04-25,"For the first time in seven years, Voyager gets a mission from Starfleet Command: retrieve the 21st century probe Friendship One from a nearby planet.",https://www.imdb.com/title/tt0708900,7.2,906,7,21,VOY,2001
21,Star Trek: Voyager - Season 7 - 22,Natural Law,2001-05-02,Chakotay and Seven of Nine's shuttle is crippled by an energy field and they crash on a planet inhabited by a primitive species.,https://www.imdb.com/title/tt0708934,7.2,892,7,22,VOY,2001
22,Star Trek: Voyager - Season 7 - 23,Homestead,2001-05-09,"Voyager finds a colony of Talaxians far from their home planet. When Neelix begins to bond with them, he makes a major decision.",https://www.imdb.com/title/tt0708907,7.7,970,7,23,VOY,2001
23,Star Trek: Voyager - Season 7 - 24,Renaissance Man,2001-05-16,The Doctor abducts and impersonates various members of the crew when the Captain is kidnapped.,https://www.imdb.com/title/tt0708957,7.7,919,7,24,VOY,2001
24,Star Trek: Voyager - Season 7 - 25,Endgame,2001-05-23,"Ten years after Voyager's return from a 23 year journey across the galaxy, Admiral Janeway breaks all the temporal rules and journeys back in time to change a decision she made that prolonged their journey by 16 years. Bringing technology that will help fight the Borg, the Admiral wants her younger self to fight the Borg and use their transwarp hub to go home.",https://www.imdb.com/title/tt0394911,8.6,1637,7,25,VOY,2001
25,Star Trek: Voyager - Season 1 - 1,Caretaker,1995-01-16,"While pursuing the trail of Maquis rebels, a newly commissioned Starfleet ship gets pulled to the far side of the galaxy.",https://www.imdb.com/title/tt0114530,7.5,2937,1,1,VOY,1995
26,Star Trek: Voyager - Season 1 - 2,Parallax,1995-01-23,"Tensions rise between the merged starfleet and maquis crews when they find another ship caught within a quantum singularity, only find there's more to the ship than it seems.",https://www.imdb.com/title/tt0708943,7.2,1329,1,2,VOY,1995
27,Star Trek: Voyager - Season 1 - 3,Time and Again,1995-01-30,"The Voyager crew discovers a planet which recently suffered a horrific catastrophe. Upon investigation, Janeway and Paris are sent back in time before the disaster and are faced with the decision of whether to try to stop it.",https://www.imdb.com/title/tt0708996,7.2,1301,1,3,VOY,1995
28,Star Trek: Voyager - Season 1 - 4,Phage,1995-02-06,"Searching to replenish their dilithium supplies, Voyager encounters the Viidans who assault other races for their organs. Neelix is attacked and his lungs taken. Now it's a race against time to retrieve the stolen lungs and save his life.",https://www.imdb.com/title/tt0708946,7.1,1241,1,4,VOY,1995
29,Star Trek: Voyager - Season 1 - 5,The Cloud,1995-02-13,Voyager becomes trapped in a strange nebula when the crew searches for a new power source for the ship.,https://www.imdb.com/title/tt0708978,6.5,1208,1,5,VOY,1995
30,Star Trek: Voyager - Season 1 - 6,Eye of the Needle,1995-02-20,"When the Voyager crew encounters a wormhole and makes contact with a Romulan ship on the other side, it raises the crew's hopes of getting back to Earth.",https://www.imdb.com/title/tt0708891,8.3,1358,1,6,VOY,1995
31,Star Trek: Voyager - Season 1 - 7,Ex Post Facto,1995-02-27,Tuvok play detective when Paris is wrongfully convicted by an alien race of murder.,https://www.imdb.com/title/tt0708889,6.7,1179,1,7,VOY,1995
32,Star Trek: Voyager - Season 1 - 8,Emanations,1995-03-13,"When the crew finds a mysterious alien burial ground within an asteroid, a unknown phenomenon that teleports the bodies suddenly transports Kim to another planet where an alien race believes he is a being from the afterlife.",https://www.imdb.com/title/tt0708884,6.7,1168,1,8,VOY,1995
33,Star Trek: Voyager - Season 1 - 9,Prime Factors,1995-03-20,The crew encounters a hedonistic alien race with the ability to travel through the galaxy at will -- an ability that may be the key to Voyager's returning home.,https://www.imdb.com/title/tt0708948,7.4,1180,1,9,VOY,1995
34,Star Trek: Voyager - Season 1 - 10,State of Flux,1995-04-10,"Voyager answers a distress call from a Kazon-Nistrim ship, to find all but one of the crew dead in an explosion. Investigation uncovers the Kazon were experimenting with Federation technology acquired from a traitor on Voyager. The Doctor proves Ensign Seska is not really a Bajoran.",https://www.imdb.com/title/tt0708973,7.7,1146,1,10,VOY,1995
35,Star Trek: Voyager - Season 1 - 11,Heroes and Demons,1995-04-24,"After Harry Kim disappears during his 'Beowulf' holonovel program, Chakotay and Tuvok are sent to investigate and they disappear. Not wanting to lose any more crew-members, the Doctor is transfered to the holodek to investigate.",https://www.imdb.com/title/tt0708906,6.8,1161,1,11,VOY,1995
36,Star Trek: Voyager - Season 1 - 12,Cathexis,1995-05-01,An encounter with a peculiar nebula suddenly leaves Chakotay brain dead and unconscious. The crew is left with a mysterious but powerful force of onboard that can take over the minds of the crew members.,https://www.imdb.com/title/tt0708863,6.8,1088,1,12,VOY,1995
37,Star Trek: Voyager - Season 1 - 13,Faces,1995-05-08,"In an attempt to develop a cure for the Phage, a Vidiian doctor captures Torres and splits her into two beings, one being her human side, the other being her Klingon side.",https://www.imdb.com/title/tt0708892,7.3,1155,1,13,VOY,1995
38,Star Trek: Voyager - Season 1 - 14,Jetrel,1995-05-15,Neelix is diagnosed with a fatal illness by a Haakonian named Ma'Bor Jetrel. This man is the same one who developed a doomsday weapon that destroyed a Talaxian moon and killed Neelix's family.,https://www.imdb.com/title/tt0708918,7.3,1128,1,14,VOY,1995
39,Star Trek: Voyager - Season 1 - 15,Learning Curve,1995-05-22,"As Neelix' cooking sickens Voyager itself, Tuvok runs the four most problematic Maquis malcontents through a Starfleet-style boot camp.",https://www.imdb.com/title/tt0708921,7.2,1112,1,15,VOY,1995
40,Star Trek: Voyager - Season 2 - 1,The 37's,1995-08-28,"The Voyager crew discovers several people who were abducted during 1937, including Amelia Earhart, cryogenically frozen on a distant planet.",https://www.imdb.com/title/tt0708976,7.4,1298,2,1,VOY,1995
41,Star Trek: Voyager - Season 2 - 2,Initiations,1995-09-04,Chakotay is captured by a young Kazon who is undergoing a manhood ritual.,https://www.imdb.com/title/tt0708914,6.6,1090,2,2,VOY,1995
42,Star Trek: Voyager - Season 2 - 3,Projections,1995-09-11,The doctor tries to determine what is real and what is not when he is activated due to what appears to be a ship-wide emergency.,https://www.imdb.com/title/tt0708949,8.0,1228,2,3,VOY,1995
43,Star Trek: Voyager - Season 2 - 4,Elogium,1995-09-18,The Voyager encounters a swarm of mysterious life forms that has a strange effect on the ship's key operating system and who's presence accelerates Kes' reproductive cycle.,https://www.imdb.com/title/tt0708883,6.0,1097,2,4,VOY,1995
44,Star Trek: Voyager - Season 2 - 5,Non Sequitur,1995-09-25,Harry Kim wakes up in San Francisco having never been assigned to Voyager which Starfleet considers lost.,https://www.imdb.com/title/tt0708938,6.9,1142,2,5,VOY,1995
45,Star Trek: Voyager - Season 2 - 6,Twisted,1995-10-02,A strange spatial distortion afflicts the ship and has the entire crew literally lost on their own ship.,https://www.imdb.com/title/tt0709001,7.1,1113,2,6,VOY,1995
46,Star Trek: Voyager - Season 2 - 7,Parturition,1995-10-16,"After a disagreement over Kes, Neelix and Tom Paris are trapped together on an alien planet and must work together so that they and their alien baby ward can survive.",https://www.imdb.com/title/tt0777529,6.5,1036,2,7,VOY,1995
47,Star Trek: Voyager - Season 2 - 8,Persistence of Vision,1995-10-30,The Voyager crew enters a new region of space and begins to see hallucinations. The Captain sees her holonovel characters come to life.,https://www.imdb.com/title/tt0708945,6.9,1040,2,8,VOY,1995
48,Star Trek: Voyager - Season 2 - 9,Tattoo,1995-11-06,"Finding a familiar cultural symbol on an away mission, Chakotay connects with an experience he had as a child and tries to contact his spirit people.",https://www.imdb.com/title/tt0708975,6.3,1080,2,9,VOY,1995
49,Star Trek: Voyager - Season 2 - 10,Cold Fire,1995-11-13,"Ten months after The Caretaker stranded Voyager in the Delta Quadrant, the ship encounters the alien's mate and a station full of Ocampa with heightened psychic powers. Kes, swept up by the possibility of expanding her own abilities, learns just how turbulent and potent they can be. The female Caretaker seeks revenge on Voyager, blaming Janeway for the death of her mate.",https://www.imdb.com/title/tt0708866,7.2,1041,2,10,VOY,1995
50,Star Trek: Voyager - Season 2 - 11,Maneuvers,1995-11-20,After the Kazon steal some Federation technology Chakotay goes after them on his own and is captured.,https://www.imdb.com/title/tt0708928,7.2,1020,2,11,VOY,1995
51,Star Trek: Voyager - Season 2 - 12,Resistance,1995-11-27,Disguised while on an away mission Captain Janeway is rescued by a man who thinks that she is his daughter.,https://www.imdb.com/title/tt0708960,7.1,1057,2,12,VOY,1995
52,Star Trek: Voyager - Season 2 - 13,Prototype,1996-01-15,"Voyager finds an automated life-form adrift in space. When B'Elanna Torres reactivates it, the unit realizes she may be able to help build more of its kind. The robot kidnaps Torres and gives her an ultimatum: build a working prototype or Voyager will be destroyed.",https://www.imdb.com/title/tt0708951,7.6,1113,2,13,VOY,1996
53,Star Trek: Voyager - Season 2 - 14,Alliances,1996-01-22,Janeway tries to make an alliance with a Kazon sect for their own protection and so they can continue their journey through the Delta Quadrant.,https://www.imdb.com/title/tt0708848,7.3,1024,2,14,VOY,1996
54,Star Trek: Voyager - Season 2 - 15,Threshold,1996-01-29,"After finding a type of dilithium which can survive at higher temperatures, Tom Paris comes up with the ingenious idea of attempting to cross the transwarp threshold in an attempt to find a way to get home faster. After a bumpy start and the help of Torres and Kim, they succeed in a holodeck simulation. When it is presented to Captain Janeway, she is impressed and gives them the go ahead to try it, but traveling faster than warp 10 has never before been attempted. The first run goes very well. Tom Paris manages to cross the warp threshold which means that the shuttle ...",https://www.imdb.com/title/tt0708995,5.3,1317,2,15,VOY,1996
55,Star Trek: Voyager - Season 2 - 16,Meld,1996-02-05,"Tuvok investigates the murder of a Voyager engineer. Former Maquis and Betazoid Lon Suder confesses to the murder and offers no explanation or signs of remorse. Tuvok, curious to find a reason for Suder's madness, performs a mind-meld on the killer, only to find himself losing his usual Vulcan control and regressing into madness.",https://www.imdb.com/title/tt0708929,8.0,1175,2,16,VOY,1996
56,Star Trek: Voyager - Season 2 - 17,Dreadnought,1996-02-12,"Voyager comes across a ship that has been destroyed, upon investigation they discover that B'Elanna Torres is responsible! Dreadnought is a self guided missile created by the Cardassians to destroy the Maquis, however the bomb failed to go off allowing B'Elanna to get inside the missile and re-program it to do the Maquis' bidding.",https://www.imdb.com/title/tt0708880,7.7,1109,2,17,VOY,1996
57,Star Trek: Voyager - Season 2 - 18,Death Wish,1996-02-19,"While Voyager investigates what appears to be a rogue comet, the crew accidentally releases a member of the Q Continuum who has been imprisoned within it for over 300 years to prevent him from committing suicide. He then requests asylum on the ship, which leaves Captain Janeway to decide whether he should go back into confinement or whether to grant his request for asylum, which would give him the opportunity to end his life.",https://www.imdb.com/title/tt0708875,8.4,1308,2,18,VOY,1996
58,Star Trek: Voyager - Season 2 - 19,Lifesigns,1996-02-26,The Doctor saves a Vidiian dying from the Phage by placing her consciousness in a holographic body and then thinks that he is falling in love with her.,https://www.imdb.com/title/tt0708923,7.5,1085,2,19,VOY,1996
59,Star Trek: Voyager - Season 2 - 20,Investigations,1996-03-13,Tom Paris leaves Voyager and joins a Talaxian space convoy.,https://www.imdb.com/title/tt0708917,7.6,1056,2,20,VOY,1996
60,Star Trek: Voyager - Season 2 - 21,Deadlock,1996-03-18,"A ""spatial scission"" causes Voyager to be duplicated. One of the Voyagers is under heavy attack from the Vidiians while the other remains impervious. Both Captain Janeways work together and agree to sacrifice one ship to save the other. Before self-sacrifice, the doomed Voyager sends its version of Ensign Kim and newborn Naomi Wildman to the other ship to replace the Kim that was killed in the attack and the baby who died from complications shortly after birth.",https://www.imdb.com/title/tt0708874,8.3,1217,2,21,VOY,1996
61,Star Trek: Voyager - Season 2 - 22,Innocence,1996-04-08,Tuvok crashes on a planet where he finds some children who know that they are all going to die.,https://www.imdb.com/title/tt0708915,6.8,1088,2,22,VOY,1996
62,Star Trek: Voyager - Season 2 - 23,The Thaw,1996-04-29,Voyager finds a group of people connected in stasis chambers and something has gone terribly wrong.,https://www.imdb.com/title/tt0708990,7.3,1282,2,23,VOY,1996
63,Star Trek: Voyager - Season 2 - 24,Tuvix,1996-05-06,"Tuvok and Neelix are on an alien planet collecting examples of flora but when they attempt to beam back up to Voyager there is a malfunction with the transporter caused by the alien plant life they collected causing them to merge together as one life form, 'Tuvix'.",https://www.imdb.com/title/tt0709000,7.7,1333,2,24,VOY,1996
64,Star Trek: Voyager - Season 2 - 25,Resolutions,1996-05-13,Captain Janeway and Chakotay contract an incurable virus and they can only survive if they stay behind together on a planet which negates the effects of the disease.,https://www.imdb.com/title/tt0708961,7.4,1069,2,25,VOY,1996
65,Star Trek: Voyager - Season 2 - 26,Basics: Part I,1996-05-20,"The Kazon take over Voyager and strand the crew on a desolate primitive planet. Only Tom Paris, Lon Suder, and The Doctor are left to retake the ship.",https://www.imdb.com/title/tt0708853,7.9,1075,2,26,VOY,1996
66,Star Trek: Voyager - Season 3 - 1,Basics: Part II,1996-09-04,"Almost the entire crew of Voyager have been marooned on a desolate planet by the Kazon. Tom Paris was sent out to try and find someone who can help them. Furthermore, Lon Suder and the Doctor, who are still on Voyager, try to help.",https://www.imdb.com/title/tt0708854,8.0,1071,3,1,VOY,1996
67,Star Trek: Voyager - Season 3 - 2,Flashback,1996-09-11,"Captain Janeway participates in a mind meld with Tuvok, who relives his experiences on the U.S.S. Excelsior under the command of Captain Sulu at the time of Star Trek VI: The Undiscovered Country (1991).",https://www.imdb.com/title/tt0708897,7.9,1159,3,2,VOY,1996
68,Star Trek: Voyager - Season 3 - 3,The Chute,1996-09-18,"Tom Paris and Harry Kim are wrongly convicted of a terrorist bombing. Even though Janeway captures the true criminals, Tom and Harry are fitted with strange brain implants and imprisoned on a satellite. In the prison, the inmates have no supervision, no medical care, and all have implants which increase their aggressive tendencies. New prisoners and food-rations are delivered through a one-way chute. As days pass, the friends try to hold on to reality but find themselves turning on one another and taking drastic measures to survive and attempt escape.",https://www.imdb.com/title/tt0708977,6.8,1003,3,3,VOY,1996
69,Star Trek: Voyager - Season 3 - 4,The Swarm,1996-09-25,Voyager is attacked by swarms of tiny spaceships which attach themselves to Voyager's hull. The Doctor is losing his memory and Torres activates the Jupiter Station diagnostic program run by a familiar hologram.,https://www.imdb.com/title/tt0708989,7.2,972,3,4,VOY,1996
70,Star Trek: Voyager - Season 3 - 5,False Profits,1996-10-02,Voyager comes across a pair of Alpha Quadrant Ferengis who have set themselves up as gods on a primitive planet. Voyager wants to end their reign and use the nearby wormhole to return home.,https://www.imdb.com/title/tt0708895,6.7,1068,3,5,VOY,1996
71,Star Trek: Voyager - Season 3 - 6,Remember,1996-10-09,"Lieutenant Torres starts having vivid dreams about another life, another love and another planet.",https://www.imdb.com/title/tt0708956,7.1,1005,3,6,VOY,1996
72,Star Trek: Voyager - Season 3 - 7,Sacred Ground,1996-10-30,"After Kes is injured by an energy beam on a planet's sacred ground, Janeway must undergo a spiritual quest in order to save her life.",https://www.imdb.com/title/tt0394915,5.9,1114,3,7,VOY,1996
73,Star Trek: Voyager - Season 3 - 8,Future's End,1996-11-06,A timeship from the future who tries to stop Voyager gets thrown with Voyager into the twentieth century. His timeship is found in the 1960's and Voyager finds a company that has benefited from its technology exists in 1996.,https://www.imdb.com/title/tt0708902,8.3,1284,3,8,VOY,1996
74,Star Trek: Voyager - Season 3 - 9,Future's End: Part II,1996-11-13,"Henry Starling, who made a fortune from his looting of 29th century technology from the crashed timeship, is planning a foray into the future to feed his greed. The Voyager crew must find a way to stop Starling before his attempted use of the timeship destroys Earth's Solar System. Meanwhile, while trying to rescue Paris and Tuvok, Torres and Chakotay are captured by an anti-government white supremacist militia who believe that they are feds.",https://www.imdb.com/title/tt0708903,8.3,1215,3,9,VOY,1996
75,Star Trek: Voyager - Season 3 - 10,Warlord,1996-11-20,A dying warlord takes over Kes's body and is determined to retake his home planet.,https://www.imdb.com/title/tt0709010,6.7,1023,3,10,VOY,1996
76,Star Trek: Voyager - Season 3 - 11,The Q and the Grey,1996-11-27,"Due to the death of the Q in their last encounter with Voyager, a Civil War has broken out among the Q continuum. A new Q needs to be produced and the mischievous Q known to the USS Enterprise has chosen Janeway as his mate.",https://www.imdb.com/title/tt0708987,7.3,1082,3,11,VOY,1996
77,Star Trek: Voyager - Season 3 - 12,Macrocosm,1996-12-11,"After returning from a first contact mission, Janeway, Neelix and the Doctor must retake Voyager from an infestation of microorganisms that grow to an alarming size.",https://www.imdb.com/title/tt0708927,7.3,1016,3,12,VOY,1996
78,Star Trek: Voyager - Season 3 - 13,Fair Trade,1997-01-08,Voyager heads into a section of space that Neelix has no knowledge of so he tries to obtain a map of it from a less than reputable friend.,https://www.imdb.com/title/tt0708894,6.8,937,3,13,VOY,1997
79,Star Trek: Voyager - Season 3 - 14,Alter Ego,1997-01-15,"Harry Kim finds himself in love with Marayna, a character from Neelix's Polynesian resort holodeck program. Seeking to eliminate the emotion, Harry turns to Tuvok, who interacts with the woman and finds himself falling for her as well. While Harry is overwhelmed with feelings of jealousy and betrayal, Tuvok realizes the persona is too real and discovers she is actually a lonely alien who can interact with passing ships through their computers.",https://www.imdb.com/title/tt0708849,6.8,971,3,14,VOY,1997
80,Star Trek: Voyager - Season 3 - 15,Coda,1997-01-29,Chakotay and Janeway crash on a planet and are stuck in a time loop where Janeway dies.,https://www.imdb.com/title/tt0708865,7.2,1006,3,15,VOY,1997
81,Star Trek: Voyager - Season 3 - 16,Blood Fever,1997-02-05,"Ensign Vorik undergoes the Vulcan mating drive known as Pon farr. The strong chemical imbalance affects B'Elanna Torres as well, leading her to irrational thoughts and behavior. Trapped in a cave, Tom Paris must try to reason with B'Elanna and get her medical attention while trying to respect his friend and deny her uncharacteristic sexual advances.",https://www.imdb.com/title/tt0394908,7.3,997,3,16,VOY,1997
82,Star Trek: Voyager - Season 3 - 17,Unity,1997-02-12,Chakotay finds a planet of unassimilated Borg drones from all over the galaxy.,https://www.imdb.com/title/tt0709005,7.9,1040,3,17,VOY,1997
83,Star Trek: Voyager - Season 3 - 18,Darkling,1997-02-19,"Kes falls in love on an away mission. The Doctor, seeking to expand his programming, incorporates the personalities of several historical figures. B'Elanna Torres chastises The Doctor, warning him that his program is complex and the results could be unfavorable. But, it is too late, as the Doctor develops an alter-ego; a violent, unethical personality who attempts to murder Kes' new beau.",https://www.imdb.com/title/tt0708979,6.5,931,3,18,VOY,1997
84,Star Trek: Voyager - Season 3 - 19,Rise,1997-02-26,"While helping a planet being bombarded by asteroids, Neelix and Tuvok get trapped on the surface and Tuvok's negative attitude is getting on Neelix's nerves.",https://www.imdb.com/title/tt0708965,6.8,945,3,19,VOY,1997
85,Star Trek: Voyager - Season 3 - 20,Favorite Son,1997-03-19,"While Ensign Kim begins experiencing bizarre DNA changes, he instinctively leads Voyager to a planet whose inhabitants claim Kim is really a member of their race and is ritualistically returning home. When his welcome seems too good to be true, Kim loses contact with Voyager and begins to uncover the alien's true intentions.",https://www.imdb.com/title/tt0708896,6.1,976,3,20,VOY,1997
86,Star Trek: Voyager - Season 3 - 21,Before and After,1997-04-09,"Starting near her death with no memory, Kes experiences parts of her life moving backwards through time. The Doctor develops an experimental procedure to extend Kes' lifespan beyond the Ocampan standard nine years. We see a possible future Voyager where Janeway and Torres died years ago in a great war and the survivors of Voyager were exposed to temporal radiation. The Doctor's procedure re-activates the symptoms of the radiation, causing Kes to relive moments of her life, from being elderly to her conception. In this reality, Kes and Tom Paris married and had a ...",https://www.imdb.com/title/tt0708855,7.8,1054,3,21,VOY,1997
87,Star Trek: Voyager - Season 3 - 22,Real Life,1997-04-23,"The Doctor creates a holographic family, but B'elanna Torres thinks the Doctor's simulation is too ""nice"" (in a ""Leave It To beaver"" sort of way). She introduces some alterations to the program to make the simulation more accurate to real life: a wife who often disagrees, a rebellious teenage son, and a daughter who is sure she knows better than her doting father. When his daughter is critically injured the Doctor must make a choice, run back to his Voyager life, or face the harsh ""reality"" of losing a loved one.",https://www.imdb.com/title/tt0708954,7.4,1070,3,22,VOY,1997
88,Star Trek: Voyager - Season 3 - 23,Distant Origin,1997-04-30,"A Voth scientist finds the remains of a Voyager crewman who died on the planet where the crew was exiled by the Kazon during the two-part episode ""Basics"". An analysis of the remains' DNA shows links to his own DNA. While tracking and studying the Voyager crew, the scientist and his aide are discovered; they eventually pool their knowledge and conclude that the saurian is an evolved dinosaur from a species that left Earth more than 65 million years earlier. The scientist is thrilled to be able to prove his Distant Origin theory (that his Voth race originated elsewhere...",https://www.imdb.com/title/tt0708878,8.6,1276,3,23,VOY,1997
89,Star Trek: Voyager - Season 3 - 24,Displaced,1997-05-07,Voyager's crew is being replaced by strangers one by one and the replacements don't know why they are there.,https://www.imdb.com/title/tt0708877,7.5,943,3,24,VOY,1997
90,Star Trek: Voyager - Season 3 - 25,Worst Case Scenario,1997-05-14,"Members of the Voyager crew clandestinely participate in a hidden holodeck program where the ship's Maquis members stage an insurrection. Word gets out and Tuvok confesses to writing the program as a training guide for security officers but never finished it because the merged crew seemed to be working well together. When Tuvok and Paris get trapped in the program, they realize that former crew mate and Cardassian spy Seska had added her own twist to the story.",https://www.imdb.com/title/tt0709013,8.1,1063,3,25,VOY,1997
91,Star Trek: Voyager - Season 3 - 26,Scorpion,1997-05-21,"About to enter Borg space, Voyager finds a threat so devastating that even the Borg cannot deal with it.",https://www.imdb.com/title/tt0708968,9.0,1426,3,26,VOY,1997
92,Star Trek: Voyager - Season 4 - 1,Scorpion: Part II,1997-09-03,Voyager finds a solution to combat the invader of Borg space. All Captain Janeway asks is free passage through their territory and Voyager will share their knowledge.,https://www.imdb.com/title/tt0708969,8.9,1399,4,1,VOY,1997
